title,Category,Category Description,Published,summary
Nearest matrix with multiple eigenvalues by Riemannian optimization,math.NA,Unknown Category,2025-09-30,"Given a square complex matrix $A$, we tackle the problem of finding the
nearest matrix with multiple eigenvalues or, equivalently when $A$ had distinct
eigenvalues, the nearest defective matrix. To this goal, we extend the general
framework described in [M. Gnazzo, V. Noferini, L. Nyman, F. Poloni,
\emph{Riemann-Oracle: A general-purpose Riemannian optimizer to solve nearness
problems in matrix theory}, Found. Comput. Math., To appear] and based on
variable projection and Riemannian optimization, allowing the ambient manifold
to simultaneously track left and right eigenvectors. Our method also allows us
to impose arbitrary complex-linear constraints on either the perturbation or
the perturbed matrix; this can be useful to study structured eigenvalue
condition numbers. We present numerical experiments, comparing with preexisting
algorithms."
Memory-Driven Self-Improvement for Decision Making with Large Language Models,cs.LG,Machine Learning,2025-09-30,"Large language models (LLMs) have emerged as effective action policies for
sequential decision-making (SDM) tasks due to their extensive prior knowledge.
However, this broad yet general knowledge is often insufficient for specific
decision-making tasks with limited task-related data, making it challenging to
efficiently adapt LLMs to specific SDM tasks. To address this challenge, we
propose a memory-driven self-improvement framework that combines LLM general
prior knowledge with a compact memory of domain-specific experiences. Memory
retains past interactions and associated Q-values, thereby capturing
decision-relevant knowledge that facilitates accurate value estimation and
informs the LLM prior refinement. The refined LLM prior, in turn, generates
higher-reward trajectories that further enrich memory, forming a natural
self-improvement framework where memory and LLM prior mutually reinforce each
other. Experiments show that our memory-driven approach significantly
outperforms both traditional RL and LLM-based baselines, e.g., improving
performance by over 40\% on in-distribution tasks and over 75\% when
generalized to unseen tasks in ALFWorld."
Kinodynamic Motion Planning for Mobile Robot Navigation across Inconsistent World Models,cs.RO,Unknown Category,2025-09-30,"Mobile ground robots lacking prior knowledge of an environment must rely on
sensor data to develop a model of their surroundings. In these scenarios,
consistent identification of obstacles and terrain features can be difficult
due to noise and algorithmic shortcomings, which can make it difficult for
motion planning systems to generate safe motions. One particular difficulty to
overcome is when regions of the cost map switch between being marked as
obstacles and free space through successive planning cycles. One potential
solution to this, which we refer to as Valid in Every Hypothesis (VEH), is for
the planning system to plan motions that are guaranteed to be safe through a
history of world models. Another approach is to track a history of world
models, and adjust node costs according to the potential penalty of needing to
reroute around previously hazardous areas. This work discusses three major
iterations on this idea. The first iteration, called PEH, invokes a sub-search
for every node expansion that crosses through a divergence point in the world
models. The second and third iterations, called GEH and GEGRH respectively,
defer the sub-search until after an edge expands into the goal region. GEGRH
uses an additional step to revise the graph based on divergent nodes in each
world. Initial results showed that, although PEH and GEH find more optimistic
solutions than VEH, they are unable to generate solutions in less than
one-second, which exceeds our requirements for field deployment. Analysis of
results from a field experiment in an unstructured, off-road environment on a
Clearpath Robotics Warthog UGV indicate that GEGRH finds lower cost
trajectories and has faster average planning times than VEH. Compared to
single-hypothesis (SH) search, where only the latest world model is considered,
GEGRH generates more conservative plans with a small increase in average
planning time."
FedMuon: Federated Learning with Bias-corrected LMO-based Optimization,cs.LG,Machine Learning,2025-09-30,"Recently, a new optimization method based on the linear minimization oracle
(LMO), called Muon, has been attracting increasing attention since it can train
neural networks faster than existing adaptive optimization methods, such as
Adam. In this paper, we study how Muon can be utilized in federated learning.
We first show that straightforwardly using Muon as the local optimizer of
FedAvg does not converge to the stationary point since the LMO is a biased
operator. We then propose FedMuon which can mitigate this issue. We also
analyze how solving the LMO approximately affects the convergence rate and find
that, surprisingly, FedMuon can converge for any number of Newton-Schulz
iterations, while it can converge faster as we solve the LMO more accurately.
Through experiments, we demonstrated that FedMuon can outperform the
state-of-the-art federated learning methods."
UniSage: A Unified and Post-Analysis-Aware Sampling for Microservices,cs.SE,Unknown Category,2025-09-30,"Traces and logs are essential for observability and fault diagnosis in modern
distributed systems. However, their ever-growing volume introduces substantial
storage overhead and complicates troubleshooting. Existing approaches typically
adopt a sample-before-analysis paradigm: even when guided by data heuristics,
they inevitably discard failure-related information and hinder transparency in
diagnosing system behavior. To address this, we introduce UniSage, the first
unified framework to sample both traces and logs using a post-analysis-aware
paradigm. Instead of discarding data upfront, UniSagefirst performs lightweight
and multi-modal anomaly detection and root cause analysis (RCA) on the complete
data stream. This process yields fine-grained, service-level diagnostic
insights that guide a dual-pillar sampling strategy for handling both normal
and anomalous scenarios: an analysis-guided sampler prioritizes data implicated
by RCA, while an edge-case-based sampler ensures rare but critical behaviors
are captured. Together, these pillars ensure comprehensive coverage of critical
signals without excessive redundancy. Extensive experiments demonstrate that
UniSage significantly outperforms state-of-the-art baselines. At a 2.5%
sampling rate, it captures 56.5% of critical traces and 96.25% of relevant
logs, while improving the accuracy (AC@1) of downstream root cause analysis by
42.45%. Furthermore, its efficient pipeline processes 10 minutes of telemetry
data in under 5 seconds, demonstrating its practicality for production
environments."
TrackCore-F: Deploying Transformer-Based Subatomic Particle Tracking on FPGAs,hep-ex,Unknown Category,2025-09-30,"The Transformer Machine Learning (ML) architecture has been gaining
considerable momentum in recent years. In particular, computational High-Energy
Physics tasks such as jet tagging and particle track reconstruction (tracking),
have either achieved proper solutions, or reached considerable milestones using
Transformers. On the other hand, the use of specialised hardware accelerators,
especially FPGAs, is an effective method to achieve online, or pseudo-online
latencies. The development and integration of Transformer-based ML to FPGAs is
still ongoing and the support from current tools is very limited to
non-existent. Additionally, FPGA resources present a significant constraint.
Considering the model size alone, while smaller models can be deployed
directly, larger models are to be partitioned in a meaningful and ideally,
automated way. We aim to develop methodologies and tools for monolithic, or
partitioned Transformer synthesis, specifically targeting inference. Our
primary use-case involves two machine learning model designs for tracking,
derived from the TrackFormers project. We elaborate our development approach,
present preliminary results, and provide comparisons."
Decoding the Gender Gap: Addressing Gender Stereotypes and Psychological Barriers to Empower Women in Technology,cs.CY,Unknown Category,2025-09-30,"Recently, the unequal presence of women compared to men in technology has
attracted the attention of researchers and practitioners across multiple
fields. It is time to regard this problem as a global crisis that not only
limits access to talent but also reduces the diversity of perspectives that
shape technological innovation. This article examines the psychological and
social barriers that influence this gap, as well as the interventions designed
to reduce it. Using a structured review, the findings assemble evidence on the
role of early gender stereotypes in the family and school and the continuation
of this crisis in educational and career choices, through to the psychological
challenges women face in professional settings, such as feelings of
self-undervaluation, occupational anxiety, a heightened fear of technology, and
structural limitations in educational environments. Special attention is paid
to Germany, where the technology gap is particularly evident and where multiple
national programs have been implemented to address it. The present review shows
that effective solutions require more than anti-discrimination policies: they
should include educational practices, organizational reforms, mentoring, and
psychological support. The article concludes by outlining practical and
research implications and introduces the NEURON project as a pilot
interdisciplinary initiative aimed at accelerating current empowerment efforts
and developing new programs for women in technology occupations."
AI Playing Business Games: Benchmarking Large Language Models on Managerial Decision-Making in Dynamic Simulations,cs.AI,Artificial Intelligence,2025-09-30,"The rapid advancement of LLMs sparked significant interest in their potential
to augment or automate managerial functions. One of the most recent trends in
AI benchmarking is performance of Large Language Models (LLMs) over longer time
horizons. While LLMs excel at tasks involving natural language and pattern
recognition, their capabilities in multi-step, strategic business
decision-making remain largely unexplored. Few studies demonstrated how results
can be different from benchmarks in short-term tasks, as Vending-Bench
revealed. Meanwhile, there is a shortage of alternative benchmarks for
long-term coherence. This research analyses a novel benchmark using a business
game for the decision making in business. The research contributes to the
recent literature on AI by proposing a reproducible, open-access management
simulator to the research community for LLM benchmarking. This novel framework
is used for evaluating the performance of five leading LLMs available in free
online interface: Gemini, ChatGPT, Meta AI, Mistral AI, and Grok. LLM makes
decisions for a simulated retail company. A dynamic, month-by-month management
simulation provides transparently in spreadsheet model as experimental
environment. In each of twelve months, the LLMs are provided with a structured
prompt containing a full business report from the previous period and are
tasked with making key strategic decisions: pricing, order size, marketing
budget, hiring, dismissal, loans, training expense, R&D expense, sales
forecast, income forecast The methodology is designed to compare the LLMs on
quantitative metrics: profit, revenue, and market share, and other KPIs. LLM
decisions are analyzed in their strategic coherence, adaptability to market
changes, and the rationale provided for their decisions. This approach allows
to move beyond simple performance metrics for assessment of the long-term
decision-making."
SQUARE: Semantic Query-Augmented Fusion and Efficient Batch Reranking for Training-free Zero-Shot Composed Image Retrieval,cs.CV,Computer Vision,2025-09-30,"Composed Image Retrieval (CIR) aims to retrieve target images that preserve
the visual content of a reference image while incorporating user-specified
textual modifications. Training-free zero-shot CIR (ZS-CIR) approaches, which
require no task-specific training or labeled data, are highly desirable, yet
accurately capturing user intent remains challenging. In this paper, we present
SQUARE, a novel two-stage training-free framework that leverages Multimodal
Large Language Models (MLLMs) to enhance ZS-CIR. In the Semantic
Query-Augmented Fusion (SQAF) stage, we enrich the query embedding derived from
a vision-language model (VLM) such as CLIP with MLLM-generated captions of the
target image. These captions provide high-level semantic guidance, enabling the
query to better capture the user's intent and improve global retrieval quality.
In the Efficient Batch Reranking (EBR) stage, top-ranked candidates are
presented as an image grid with visual marks to the MLLM, which performs joint
visual-semantic reasoning across all candidates. Our reranking strategy
operates in a single pass and yields more accurate rankings. Experiments show
that SQUARE, with its simplicity and effectiveness, delivers strong performance
on four standard CIR benchmarks. Notably, it maintains high performance even
with lightweight pre-trained, demonstrating its potential applicability."
TAU: A Benchmark for Cultural Sound Understanding Beyond Semantics,eess.AS,Unknown Category,2025-09-30,"Large audio-language models are advancing rapidly, yet most evaluations
emphasize speech or globally sourced sounds, overlooking culturally distinctive
cues. This gap raises a critical question: can current models generalize to
localized, non-semantic audio that communities instantly recognize but
outsiders do not? To address this, we present TAU (Taiwan Audio Understanding),
a benchmark of everyday Taiwanese ""soundmarks."" TAU is built through a pipeline
combining curated sources, human editing, and LLM-assisted question generation,
producing 702 clips and 1,794 multiple-choice items that cannot be solved by
transcripts alone. Experiments show that state-of-the-art LALMs, including
Gemini 2.5 and Qwen2-Audio, perform far below local humans. TAU demonstrates
the need for localized benchmarks to reveal cultural blind spots, guide more
equitable multimodal evaluation, and ensure models serve communities beyond the
global mainstream."
Fast-dLLM v2: Efficient Block-Diffusion LLM,cs.CL,Computation and Language,2025-09-30,"Autoregressive (AR) large language models (LLMs) have achieved remarkable
performance across a wide range of natural language tasks, yet their inherent
sequential decoding limits inference efficiency. In this work, we propose
Fast-dLLM v2, a carefully designed block diffusion language model (dLLM) that
efficiently adapts pretrained AR models into dLLMs for parallel text
generation, requiring only approximately 1B tokens of fine-tuning. This
represents a 500x reduction in training data compared to full-attention
diffusion LLMs such as Dream (580B tokens), while preserving the original
model's performance. Our approach introduces a novel training recipe that
combines a block diffusion mechanism with a complementary attention mask,
enabling blockwise bidirectional context modeling without sacrificing AR
training objectives. To further accelerate decoding, we design a hierarchical
caching mechanism: a block-level cache that stores historical context
representations across blocks, and a sub-block cache that enables efficient
parallel generation within partially decoded blocks. Coupled with our parallel
decoding pipeline, Fast-dLLM v2 achieves up to 2.5x speedup over standard AR
decoding without compromising generation quality. Extensive experiments across
diverse benchmarks demonstrate that Fast-dLLM v2 matches or surpasses AR
baselines in accuracy, while delivering state-of-the-art efficiency among dLLMs
- marking a significant step toward the practical deployment of fast and
accurate LLMs. Code and model will be publicly released."
A Generalized Information Bottleneck Theory of Deep Learning,cs.LG,Machine Learning,2025-09-30,"The Information Bottleneck (IB) principle offers a compelling theoretical
framework to understand how neural networks (NNs) learn. However, its practical
utility has been constrained by unresolved theoretical ambiguities and
significant challenges in accurate estimation. In this paper, we present a
\textit{Generalized Information Bottleneck (GIB)} framework that reformulates
the original IB principle through the lens of synergy, i.e., the information
obtainable only through joint processing of features. We provide theoretical
and empirical evidence demonstrating that synergistic functions achieve
superior generalization compared to their non-synergistic counterparts.
Building on these foundations we re-formulate the IB using a computable
definition of synergy based on the average interaction information (II) of each
feature with those remaining. We demonstrate that the original IB objective is
upper bounded by our GIB in the case of perfect estimation, ensuring
compatibility with existing IB theory while addressing its limitations. Our
experimental results demonstrate that GIB consistently exhibits compression
phases across a wide range of architectures (including those with \textit{ReLU}
activations where the standard IB fails), while yielding interpretable dynamics
in both CNNs and Transformers and aligning more closely with our understanding
of adversarial robustness."
Continuous Space-Time Video Super-Resolution with 3D Fourier Fields,cs.CV,Computer Vision,2025-09-30,"We introduce a novel formulation for continuous space-time video
super-resolution. Instead of decoupling the representation of a video sequence
into separate spatial and temporal components and relying on brittle, explicit
frame warping for motion compensation, we encode video as a continuous,
spatio-temporally coherent 3D Video Fourier Field (VFF). That representation
offers three key advantages: (1) it enables cheap, flexible sampling at
arbitrary locations in space and time; (2) it is able to simultaneously capture
fine spatial detail and smooth temporal dynamics; and (3) it offers the
possibility to include an analytical, Gaussian point spread function in the
sampling to ensure aliasing-free reconstruction at arbitrary scale. The
coefficients of the proposed, Fourier-like sinusoidal basis are predicted with
a neural encoder with a large spatio-temporal receptive field, conditioned on
the low-resolution input video. Through extensive experiments, we show that our
joint modeling substantially improves both spatial and temporal
super-resolution and sets a new state of the art for multiple benchmarks:
across a wide range of upscaling factors, it delivers sharper and temporally
more consistent reconstructions than existing baselines, while being
computationally more efficient. Project page: https://v3vsr.github.io."
LLM-MCoX: Large Language Model-based Multi-robot Coordinated Exploration and Search,cs.RO,Unknown Category,2025-09-30,"Autonomous exploration and object search in unknown indoor environments
remain challenging for multi-robot systems (MRS). Traditional approaches often
rely on greedy frontier assignment strategies with limited inter-robot
coordination. In this work, we introduce LLM-MCoX (LLM-based Multi-robot
Coordinated Exploration and Search), a novel framework that leverages Large
Language Models (LLMs) for intelligent coordination of both homogeneous and
heterogeneous robot teams tasked with efficient exploration and target object
search. Our approach combines real-time LiDAR scan processing for frontier
cluster extraction and doorway detection with multimodal LLM reasoning (e.g.,
GPT-4o) to generate coordinated waypoint assignments based on shared
environment maps and robot states. LLM-MCoX demonstrates superior performance
compared to existing methods, including greedy and Voronoi-based planners,
achieving 22.7% faster exploration times and 50% improved search efficiency in
large environments with 6 robots. Notably, LLM-MCoX enables natural
language-based object search capabilities, allowing human operators to provide
high-level semantic guidance that traditional algorithms cannot interpret."
ACE: Adapting sampling for Counterfactual Explanations,cs.LG,Machine Learning,2025-09-30,"Counterfactual Explanations (CFEs) interpret machine learning models by
identifying the smallest change to input features needed to change the model's
prediction to a desired output. For classification tasks, CFEs determine how
close a given sample is to the decision boundary of a trained classifier.
Existing methods are often sample-inefficient, requiring numerous evaluations
of a black-box model -- an approach that is both costly and impractical when
access to the model is limited. We propose Adaptive sampling for Counterfactual
Explanations (ACE), a sample-efficient algorithm combining Bayesian estimation
and stochastic optimization to approximate the decision boundary with fewer
queries. By prioritizing informative points, ACE minimizes evaluations while
generating accurate and feasible CFEs. Extensive empirical results show that
ACE achieves superior evaluation efficiency compared to state-of-the-art
methods, while maintaining effectiveness in identifying minimal and actionable
changes."
A Review on Single-Problem Multi-Attempt Heuristic Optimization,cs.LG,Machine Learning,2025-09-30,"In certain real-world optimization scenarios, practitioners are not
interested in solving multiple problems but rather in finding the best solution
to a single, specific problem. When the computational budget is large relative
to the cost of evaluating a candidate solution, multiple heuristic alternatives
can be tried to solve the same given problem, each possibly with a different
algorithm, parameter configuration, initialization, or stopping criterion. The
sequential selection of which alternative to try next is crucial for
efficiently identifying the one that provides the best possible solution across
multiple attempts. Despite the relevance of this problem in practice, it has
not yet been the exclusive focus of any existing review. Several sequential
alternative selection strategies have been proposed in different research
topics, but they have not been comprehensively and systematically unified under
a common perspective.
  This work presents a focused review of single-problem multi-attempt heuristic
optimization. It brings together suitable strategies to this problem that have
been studied separately through algorithm selection, parameter tuning,
multi-start and resource allocation. These strategies are explained using a
unified terminology within a common framework, which supports the development
of a taxonomy for systematically organizing and classifying them."
Latent Thinking Optimization: Your Latent Reasoning Language Model Secretly Encodes Reward Signals in its Latent Thoughts,cs.CL,Computation and Language,2025-09-30,"Large Language Models (LLMs) excel at problem solving by generating chain of
thoughts in natural language, but such verbal thinking is computationally
costly and prone to overthinking. Recent work instead proposes a latent
thinking architecture Huggin-3.5B, which represents intermediate reasoning
steps as sequence of latent representations. However, latent thoughts lack
interpretability and are difficult to supervise, raising concerns about the
correctness and reliability of its latent thinking processes. In this paper, we
provide a systematic study of how Huggin-3.5B thinks in the latent space and
how external supervision signals can improve its latent thinking processes. We
show that latent thoughts leading to correct versus incorrect answers exhibit
highly distinguishable patterns, and that a latent classifier can reliably
predict answer correctness directly from latent thoughts. Leveraging these
insights, we propose Latent Thinking Optimization (LTO), a probabilistic
algorithm that employs the latent classifier as a Latent Reward Model (LRM) to
optimize the latent thinking processes. Extensive experiments across diverse
reasoning tasks demonstrate that LRM is highly effective in detecting incorrect
latent thinking patterns, and LTO can significantly improve the latent thinking
processes. Furthermore, we show that LRM can generalize across diverse domains,
and LTO can be seamlessly applied to general LLMs to improve their thinking
processes. In contrast to verbal thinking, our method demonstrates that reward
modeling and scaling test-time thinking with supervision can be performed
directly in the latent space, highlighting its potential as a general,
efficient, and domain-agnostic approach to improving the thinking processes of
LLMs."
One-Token Rollout: Guiding Supervised Fine-Tuning of LLMs with Policy Gradient,cs.CL,Computation and Language,2025-09-30,"Supervised fine-tuning (SFT) is the predominant method for adapting large
language models (LLMs), yet it often struggles with generalization compared to
reinforcement learning (RL). In this work, we posit that this performance
disparity stems not just from the loss function, but from a more fundamental
difference: SFT learns from a fixed, pre-collected dataset, whereas RL utilizes
on-policy data sampled from the current policy. Building on this hypothesis, we
introduce one-token rollout (OTR), a novel fine-tuning algorithm that guides
SFT with the policy gradient method. OTR reframes the autoregressive learning
process by treating each token generation as a single-step reinforcement
learning trajectory. At each step, it performs a Monte Carlo ``rollout'' by
sampling multiple candidate tokens from the current policy's distribution. The
ground-truth token from the supervised data is then used to provide a reward
signal to these samples. Guided by policy gradient, our algorithm repurposes
static, off-policy supervised data into a dynamic, on-policy signal at the
token level, capturing the generalization benefits of on-policy learning while
bypassing the costly overhead of full sentence generation. Through extensive
experiments on a diverse suite of challenging benchmarks spanning mathematical
reasoning, code generation, and general domain reasoning, we demonstrate that
OTR consistently outperforms standard SFT. Our findings establish OTR as a
powerful and practical alternative for fine-tuning LLMs and provide compelling
evidence that the on-policy nature of data is a critical driver of
generalization, offering a promising new direction for fine-tuning LLMs."
Ultra-Reliable Risk-Aggregated Sum Rate Maximization via Model-Aided Deep Learning,eess.SP,Unknown Category,2025-09-30,"We consider the problem of maximizing weighted sum rate in a multiple-input
single-output (MISO) downlink wireless network with emphasis on user rate
reliability. We introduce a novel risk-aggregated formulation of the complex
WSR maximization problem, which utilizes the Conditional Value-at-Risk (CVaR)
as a functional for enforcing rate (ultra)-reliability over channel fading
uncertainty/risk. We establish a WMMSE-like equivalence between the proposed
precoding problem and a weighted risk-averse MSE problem, enabling us to design
a tailored unfolded graph neural network (GNN) policy function approximation
(PFA), named {\alpha}-Robust Graph Neural Network ({\alpha}RGNN), trained to
maximize lower-tail (CVaR) rates resulting from adverse wireless channel
realizations (e.g., deep fading, attenuation). We empirically demonstrate that
a trained {\alpha}RGNN fully eliminates per user deep rate fades, and
substantially and optimally reduces statistical user rate variability while
retaining adequate ergodic performance."
Strong random unitaries and fast scrambling,quant-ph,Unknown Category,2025-09-30,"Understanding how fast physical systems can resemble Haar-random unitaries is
a fundamental question in physics. Many experiments of interest in quantum
gravity and many-body physics, including the butterfly effect in quantum
information scrambling and the Hayden-Preskill thought experiment, involve
queries to a random unitary $U$ alongside its inverse $U^\dagger$, conjugate
$U^*$, and transpose $U^T$. However, conventional notions of approximate
unitary designs and pseudorandom unitaries (PRUs) fail to capture these
experiments. In this work, we introduce and construct strong unitary designs
and strong PRUs that remain robust under all such queries. Our constructions
achieve the optimal circuit depth of $O(\log n)$ for systems of $n$ qubits. We
further show that strong unitary designs can form in circuit depth $O(\log^2
n)$ in circuits composed of independent two-qubit Haar-random gates, and that
strong PRUs can form in circuit depth $\text{poly}(\log n)$ in circuits with no
ancilla qubits. Our results provide an operational proof of the fast scrambling
conjecture from black hole physics: every observable feature of the fastest
scrambling quantum systems reproduces Haar-random behavior at logarithmic
times."
"Anomaly detection for generic failure monitoring in robotic assembly, screwing and manipulation",cs.RO,Unknown Category,2025-09-30,"Out-of-distribution states in robot manipulation often lead to unpredictable
robot behavior or task failure, limiting success rates and increasing risk of
damage. Anomaly detection (AD) can identify deviations from expected patterns
in data, which can be used to trigger failsafe behaviors and recovery
strategies. Prior work has applied data-driven AD to time series data in
specific robotic tasks, but its transferability across control strategies and
task types has not been shown. Leveraging time series data, such as
force/torque signals, allows to directly capture robot-environment
interactions, crucial for manipulation and online failure detection. Their
broad availability, high sampling rates, and low dimensionality enable high
temporal resolution and efficient processing. As robotic tasks can have widely
signal characteristics and requirements, AD methods which can be applied in the
same way to a wide range of tasks is needed, ideally with good data efficiency.
We examine three industrial robotic tasks, each presenting several anomalies.
Test scenarios in robotic cabling, screwing, and sanding are built, and
multimodal time series data is gathered. Several autoencoder-based methods are
compared, evaluating generalization across tasks and control methods (diffusion
policy, position, and impedance control). This allows us to validate the
integration of AD in complex tasks involving tighter tolerances and variation
from both the robot and its environment. Additionally, we evaluate data
efficiency, detection latency, and task characteristics which support robust
detection. The results indicate reliable detection with AUROC exceeding 0.93 in
failures in the cabling and screwing task, such as incorrect or misaligned
parts and obstructed targets. In the polishing task, only severe failures were
reliably detected, while more subtle failure types remained undetected."
Attribution-Guided Decoding,cs.LG,Machine Learning,2025-09-30,"The capacity of Large Language Models (LLMs) to follow complex instructions
and generate factually accurate text is critical for their real-world
application. However, standard decoding methods often fail to robustly satisfy
these requirements, while existing control techniques frequently degrade
general output quality. In this work, we introduce Attribution-Guided Decoding
(AGD), an interpretability-based decoding strategy. Instead of directly
manipulating model activations, AGD considers a set of high-probability output
token candidates and selects the one that exhibits the highest attribution to a
user-defined Region of Interest (ROI). This ROI can be flexibly defined over
different parts of the model's input or internal components, allowing AGD to
steer generation towards various desirable behaviors. We demonstrate AGD's
efficacy across three challenging domains. For instruction following, we show
that AGD significantly boosts adherence (e.g., improving the overall success
rate on Llama 3.1 from 66.0% to 79.1%). For knowledge-intensive tasks, we show
that guiding generation towards usage of internal knowledge components or
contextual sources can reduce hallucinations and improve factual accuracy in
both closed-book and open-book settings. Furthermore, we propose an adaptive,
entropy-based variant of AGD that mitigates quality degradation and reduces
computational overhead by applying guidance only when the model is uncertain.
Our work presents a versatile, more interpretable, and effective method for
enhancing the reliability of modern LLMs."
Interactive Learning for LLM Reasoning,cs.AI,Artificial Intelligence,2025-09-30,"Existing multi-agent learning approaches have developed interactive training
environments to explicitly promote collaboration among multiple Large Language
Models (LLMs), thereby constructing stronger multi-agent systems (MAS).
However, during inference, they require re-executing the MAS to obtain final
solutions, which diverges from human cognition that individuals can enhance
their reasoning capabilities through interactions with others and resolve
questions independently in the future. To investigate whether multi-agent
interaction can enhance LLMs' independent problem-solving ability, we introduce
ILR, a novel co-learning framework for MAS that integrates two key components:
Dynamic Interaction and Perception Calibration. Specifically, Dynamic
Interaction first adaptively selects either cooperative or competitive
strategies depending on question difficulty and model ability. LLMs then
exchange information through Idea3 (Idea Sharing, Idea Analysis, and Idea
Fusion), an innovative interaction paradigm designed to mimic human discussion,
before deriving their respective final answers. In Perception Calibration, ILR
employs Group Relative Policy Optimization (GRPO) to train LLMs while
integrating one LLM's reward distribution characteristics into another's reward
function, thereby enhancing the cohesion of multi-agent interactions. We
validate ILR on three LLMs across two model families of varying scales,
evaluating performance on five mathematical benchmarks and one coding
benchmark. Experimental results show that ILR consistently outperforms
single-agent learning, yielding an improvement of up to 5% over the strongest
baseline. We further discover that Idea3 can enhance the robustness of stronger
LLMs during multi-agent inference, and dynamic interaction types can boost
multi-agent learning compared to pure cooperative or competitive strategies."
Feedback Forensics: A Toolkit to Measure AI Personality,cs.CL,Computation and Language,2025-09-30,"Some traits making a ""good"" AI model are hard to describe upfront. For
example, should responses be more polite or more casual? Such traits are
sometimes summarized as model character or personality. Without a clear
objective, conventional benchmarks based on automatic validation struggle to
measure such traits. Evaluation methods using human feedback such as Chatbot
Arena have emerged as a popular alternative. These methods infer ""better""
personality and other desirable traits implicitly by ranking multiple model
responses relative to each other. Recent issues with model releases highlight
limitations of these existing opaque evaluation approaches: a major model was
rolled back over sycophantic personality issues, models were observed
overfitting to such feedback-based leaderboards. Despite these known issues,
limited public tooling exists to explicitly evaluate model personality. We
introduce Feedback Forensics: an open-source toolkit to track AI personality
changes, both those encouraged by human (or AI) feedback, and those exhibited
across AI models trained and evaluated on such feedback. Leveraging AI
annotators, our toolkit enables investigating personality via Python API and
browser app. We demonstrate the toolkit's usefulness in two steps: (A) first we
analyse the personality traits encouraged in popular human feedback datasets
including Chatbot Arena, MultiPref and PRISM; and (B) then use our toolkit to
analyse how much popular models exhibit such traits. We release (1) our
Feedback Forensics toolkit alongside (2) a web app tracking AI personality in
popular models and feedback datasets as well as (3) the underlying annotation
data at https://github.com/rdnfn/feedback-forensics."
QUARTZ : QA-based Unsupervised Abstractive Refinement for Task-oriented Dialogue Summarization,cs.CL,Computation and Language,2025-09-30,"Dialogue summarization aims to distill the core meaning of a conversation
into a concise text. This is crucial for reducing the complexity and noise
inherent in dialogue-heavy applications. While recent approaches typically
train language models to mimic human-written summaries, such supervision is
costly and often results in outputs that lack task-specific focus limiting
their effectiveness in downstream applications, such as medical tasks. In this
paper, we propose \app, a framework for task-oriented utility-based dialogue
summarization. \app starts by generating multiple summaries and task-oriented
question-answer pairs from a dialogue in a zero-shot manner using a pool of
large language models (LLMs). The quality of the generated summaries is
evaluated by having LLMs answer task-related questions before \textit{(i)}
selecting the best candidate answers and \textit{(ii)} identifying the most
informative summary based on these answers. Finally, we fine-tune the best LLM
on the selected summaries. When validated on multiple datasets, \app
demonstrates its effectiveness by achieving competitive results in various
zero-shot settings, rivaling fully-supervised State-of-the-Art (SotA) methods."
NeuroTTT: Bridging Pretraining-Downstream Task Misalignment in EEG Foundation Models via Test-Time Training,cs.LG,Machine Learning,2025-09-30,"Large-scale foundation models for EEG signals offer a promising path to
generalizable brain-computer interface (BCI) applications, but they often
suffer from misalignment between pretraining objectives and downstream tasks,
as well as significant cross-subject distribution shifts. This paper addresses
these challenges by introducing a two-stage alignment strategy that bridges the
gap between generic pretraining and specific EEG decoding tasks. First, we
propose NeuroTTT: a domain-specific self-supervised fine-tuning paradigm that
augments the foundation model with task-relevant self-supervised objectives,
aligning latent representations to important spectral, spatial, and temporal
EEG features without requiring additional labeled data. Second, we incorporate
test-time training (TTT) at inference, we perform (i) self-supervised test-time
training on individual unlabeled test samples and (ii) prediction entropy
minimization (Tent), which updates only normalization statistics to continually
calibrate the model to each new input on the fly. Our approach, which, to our
knowledge, is the first to unify domain-tuned self-supervision with test-time
training in large-scale EEG foundation models, yields substantially improved
robustness and accuracy across diverse BCI tasks (imagined speech, stress
detection, motor imagery). Using CBraMod and LaBraM as backbones, our method
pushes their performance to a markedly higher level. Results on three diverse
tasks demonstrate that the proposed alignment strategy achieves
state-of-the-art performance, outperforming conventional fine-tuning and
adaptation methods. Our code is available at
https://github.com/wsl2000/NeuroTTT."
